sEXT,sNEU,sAGR,sCON,sOPN,cEXT,cNEU,cAGR,cCON,cOPN,text
28,23,39,33,38,1,0,1,0,1,انا انسانة طموحة و مجدة لكنني في الوقت الراهن بدون عمل احاول بشتى الطرق الحصول عليه. دراستي و تجاربي العلمية و العملية خولت لي أن أكون مرنة، متوازنة، قادرة على العمل تحت الظغط. 
23,33,38,33,43,0,1,1,0,1,"أنا متعبة الآن ولا رغبة لدي في الكتابة، لكني سأحاول ملئ هاته الأسطر بما تيسر من الكلمات دون غاية أو هدف، فقط بغية إرسال الاستبيان لكم، 
إني صائمة و أشعر بالتعب و أحتاج رخصة إدارية أسافر فيها إلى القرية، لكنهم يحرموننا ذلك بحجة الكوفيد، حسبنا الله و نعم الوكيل.... عيينا والله"
21,30,33,31,33,0,1,0,0,0,"أشعر بالملل و الروتين في الحيات اليومية حيت كل يوم يتكرر و لا يوجد تجديد فالمهام او نمط العيش مما يجعل الشخص يعيش حياة رتيبة محاورها الأسرة (زوج+ أطفال) ، اعمال المنزل و العمل... كما ان هذه الرتابة تؤدي إلى فقدان الثقة بالنفس 
على عكس أيام الدراسة التي كانت مليئة بالانشطة و المرح و ...
ربما تقدم الانسان فالعمر هو ما يؤدي إلى هاد التغير الجذري..."
18,37,36,32,40,0,1,1,0,1,في السابق كنت شخصية هادىة، قليلا ما اتوتر، اشعر بالنقص، لا أثق بقدراتي، أحب ان اكون محبوبة لدى الناس، بعد الزواج، وانجاب الاولاد، تغير كل شيء، اصبحت شديدة العصبية، مزاجية، من الصعب إرضاءي، اعتزل الناس كثيرا ولا اكترث لمحبتهم من عدمها. 
14,24,36,19,24,0,0,1,0,0,وصل إلى علمي يوم الخميس أن أبي مريض جدا، بقيت قلقا لحاله، كانت المشاعر مضطربة بين حزن وقلق وخوف، ثم ازداد الأمر سوءا فجئت لزيارته فوجدته طريح الفراش خائر القوى، لكن حالته بدأت تتحسن ولله الحمد، وربك على كل شيء قدير
20,23,31,39,32,0,0,0,1,0,بصراحة أتمنى أن أصبح يوما ذلك الشخص الذي أحلم به تقيا ذكيا متسامحا ،ولم لا أن أضع بصمتي قبل أن أغادر بصمة تغير البشرية الأفضل ..نعم أدرك جيدا بأن الأمر ليس سهلا ويحتاج إلى الكثير من الجهد وبحث علمي إلا أن رغبة في تحقيق هذا الحلم تفوق صعوبته ،فأسئل الله عز وجل أن يوفقني وإياكم على تحقيق ما نريده وما لنا فيه خيرا لنا ولغيرنا
27,24,38,40,32,1,0,1,1,0,الرغبة المتواصلة في إحداث تغيير على المستوى الشخصي و المادي و العمل على التميز في ذلك في أسرع وقت ممكن. التفكير المتواصل في الأمر متعب جدا و يؤثر على مستوى التركيز و الحالة النفسية المتذبذبة في ظل العمل الممل لدي و التفكير في تغييره.
22,20,43,37,39,0,0,1,1,1,"قد مر هناك زمن طويل لم أعبر فيه باللغة العربية، ربما مند الدراسات الثانوية. لغة عظيمة لم يتسنى لنا التعرف عليها أكثر و التعمق في خباياها.
المهم، شكرا  لاتاحتنا هذه الفرصة."
32,11,34,35,37,1,0,0,1,0,"السلام عليكم
حاولت ان اجاوب على جميع الاسئلة بعد تفكير يسير معتمدا على حياتي المهنية بالاساس, بحكم كوني صاحب شركة خاصة متخصصة في المعلوميات و مديرها التقني (تضم الشركة اكتر من عشرين مهندس و مهندسة)
احاول جاهدا العمل على شخصيتي و تحسين قدراتي في التعامل مع المستخدمين من اجل التأتير ايجابيا على مكونات فريق العمل"
18,14,39,34,36,0,0,1,1,0,مررت بأسبوع حافل بالعمل حيث وجب تقديم مشاريع من أجل التمويل على الصعيدين المغربي والدولي. الحمد لله استطعت إنهاءه المهمة بنجاح وأنا راض عن العمل الذي قدمته. أتمنى أن ذلك سينجح. أتمنى أن أعوض أسرتي على الوقت الذي استغرقته في العمل وكنت غائبا عنهم. 
28,12,41,38,41,1,0,1,1,1,بدأت امارس الرياضة بعد توقف دام اكثر من سنة، لم استطع اكمال عشر دقائق دون ان اتوقف والهث بشكل كبير. ستحتاج الكثير من الوقت والقتالية لاستعادة اللياقة البدنية محددا. سأحاول التمرن مرة في الأسبوع على الاقل.
31,20,38,31,42,1,0,1,0,1, بعد سنوات من الدراسة لن أقول عنها صعبة أو جادة لدرجة المرض، لكن سنوات من المرح و الخبرات، سنوات تبادل للافكار مع الاصغر سنا كما الاكبر سنا. بعد كل هذه السنوات تخرجت و حصلت على عمل خارج الوطن. بالرغم من سعادتي بالعمل و الاجواء و المحيط العملي الذي لا يمكن أن أقول عنه سوى غاية في الروعة، إلا أن احساسي باىخيبة اتجاه ما تؤول إليه بلدي يراودني من فترة لأخرى. فعسى الله القادر المقتدر يبدل حال وطني و أبناء وطني لأفضل حال.
25,17,34,39,44,0,0,0,1,1,"طوال مسيرتي الأكاديمية ، واجهت تحديات وتمكنت من التغلب عليها بفعالية
لقد ساعدني ذلك على إدارة تجربتي المهنية بشكل جيد مع أهداف واستراتيجيات محددة جيدًا
أنا مقتنع دائمًا أنه ليست كل الأحلام قابلة للتحقيق ولكن الرضا عن النفس هو المهم"
32,15,42,35,42,1,0,1,1,1,لقد استطعت بحمد الله مناقشة رسالة الدكتوراه ، كانت تجربة شيقة و في نفس الوقت متعبة لأنه كان يجب علي المحافظة على التوازن بين أسرتي و عملي و خاصة أنني مغتربة. من خلال هذه التجربة تعلمت كيفية تنظيم أوقاتي و إعطاء كل مهمة حقها 
16,27,33,23,27,0,1,0,0,0,طالما اعتقدت انني ذكية و جذابة و لطالما ظننت ان اسلوبي الغريب في التفكير سيجعلني ناجحة ذات يوم. لكن الحياة علمتني ان شخصيتي حجبت عني الواقع فاصبحت كائنة فضائية وسط الناس الطبيعيين. حاولت ان اصبح مثلهم فضللت طريقي. لم اعد اعرف نفسي. لا ادري مذا اريد. ان لم يكن هذا هو الفشل بعينه  فلا علم لي ما هو.
19,27,30,30,29,0,1,0,0,0,نشأت في قرية صغيرة جنوب المغرب مند صغري وأنا اعتبر نفسي سريع البديهة والتعلم في الاشياء النضرية عكس الاشياء التطبيقية... شخصيتي تاترت كتيرا بالمسار الدراسي الطويل فقد شهدت تجادبات كتيرة مابين ما هو تقليدي مرتبط بالدين والاعراف وما هو حداثي و معاصر... فقد شكل لي هدا نوع من الازدواجيه في التعاطي مع الأمور
17,20,31,36,31,0,0,0,1,0,أود بداية أن أنصحكم بضرورة متابعة المحاضرات التي عرضها الأخصائي النفسي جوردان بيترسون عن نمودج العوامل الخمسة للشخصية ، فهو قد شرحها بشكل دقيق . كما ينبغي أن تحرصوا على الصرامة البيانية لما تستخدموا الكلمات العربية ، إذ أن لكل كلمة دلالتها البيانية المحددة ، فقد لاحظت في أسئلة الإستبيان بعض الأخطاء كاستخدام كلمة عمل شامل فهذه كلمة غير مفهومة .أما أما فشخصيتي هي شخصية متفتحة على التجربة و إنطوائية نسبيا وعصابية و تميل إلى القبول و ضميري يقظ جدا . قمت باجتياز هذا الإختبار على منصة  أخرى باللغة الإنجليزية كما أنني مهتم بهذا المجال .
28,29,32,34,34,1,1,0,1,0,"الهندسة الصناعية شعبة اخترتها عن حب، فهي شعبة شاملة لعدة مجالات، و انا بطبعي احب الاطلاع على عدة ميادين. الاطلاع و الدراية بعدة مجالات صعب لكنه ممتع في نفس الوقت.
التدريبات التي أنجزتها في الميدان الصناعي جعلني اعرف قدراتي المعرفية في المجال و كذلك أهمية الجانب الاجتماعي الذي ييسر التعامل مع الآخر في العمل و التعاون مع بعض. الامر الذي تعلمته كذلك هو عدم اخذ الامور في العمل بشكل شخصي، و عدم التأثر بسوء معاملة احدهم لي في العمل."
19,28,36,36,35,0,1,1,1,0,الجامعة كان لها دور مهم في اثبات ذاتي و التعرف على الناس  و اخد الكلمة امام الجمهور و المشاركة في عدة احداث و تظاهرات . تمكنت على التعرف على العديد من الناس من مختلف المناطق
33,15,34,31,46,1,0,0,0,1,هذا الأسبوع كان لدي أعمال كثيرة لهذا كان هناك قليل من ضغط و لكنني سعيدة بسبب بعض الإنجازات التي أقوم و سأقوم بها في بالتدريب الذي أقوم به لإنهاء وأيضا سعيدة بسبب إلتقائي بأناس جدد أصبحوا أصدقائي في وقت قصير
22,28,29,30,35,0,1,0,0,0,"افضل عدم وجود بعض الناس من ناحية كثرة الحديث والتذمر حول كل شيء واكثر من يدعون المعرفة الشاملة
اظن اني استطيع تحمل البعض ولكن يتعلق الأمر بالمزاج والظروف المحيطة بالعمل"
25,27,37,37,40,0,1,1,1,1,أرى أن مساري الدراسي والتجارب الت عشتها أثناء الدراسة ساعدتني في تكوين شخصية منفتحة نوعا ما على الآخر، مبدعة وتحب التحديات . كما أن تجاربي الإجتماعية مكنتني من التعرف على ذلك الجانب المحب لخدمة الآخرين وإسعادهم والإحساس بالرضا عند إدخال الفرحة والسرور على الآخر كما اكتشفت أنني إنسانة تنتبه لأدق التفاصيل وتحرص على أن تعطي وتبرز أفضل ماعندها .
22,17,37,33,33,0,0,1,0,0,انا شخص يحب اشياء عديدة على المستوى الشخصي احب ان اكون هادئا مبتسما سهلا على المستوى المهني احب الهندسة و كل ما له بالهندسة و الابداع لا احب الافكار المنقولة و التي لا تتسم بالابداعية
21,27,33,29,33,0,1,0,0,0,درست بعدة جامعات و دائما احس بالتقصير و عدم الرضى اللذي جعلني افقد صورة واضحة لما أريد أو أحب. احساس بعدم القدرة على التعبير الصحيح وعدم التركيز رغم انني اعمل بجد و لكن الككلمات تخونني.
24,22,29,31,37,0,0,0,0,0,"تجربتي الدراسية في الجامعة لم تكن مستقرة، لكن تمكنت من اتمام دراستي والتخرج سنة2017.
الان اشتغل كمستشار حر في مجال تخصصي واحاول ان اكتسب مهارات جديدة تمكنني من انشاء مشروعي الشخصي، كما انني مهتم بالبحث العلمي واتمام الدراسة في الدكتوراه. 
خلال الحجر الصحي تعرضت لاضطراب نفسي ثقيل ولم اتمكن من التعافي منه تدريجيا الا مؤخرا بممارسة الرياضة وانشطة اخرى. 
اتمنى للباحثين الذين يشرفون على هذا البحث حظا موفقا وان يطلعوا الرأي العام على نتائج بحوثهم لكي يستفيد الجميع. "
21,18,37,35,36,0,0,1,1,0,"لكل فترة من الحياة تأثيرها على شخصية الإنسان سواء أكانت جميلة أو غير ذلك فلولا التجارب و المحن لما تطورت شخصية الإنسان , فهذا  الأخير جبل على التعلم وتزكية النفس والسمو بها.   "
33,14,28,30,39,1,0,0,0,1,"انا فعلا امر بمرحلة صعبة  حاليا الا و هي البطالة، و نعرف جميعا انها فترة ليست بالهينة و لكن احاول قدر المستطاع ان ابقى متفائله و طموحة لغد افضل، بالاصرار و العزيمة انشاء الله نصل الي مبتغاي و احقق جميع أهدافي،
و بالنسبة لتجربة الجامعية التي مررت بها فهي مرحلة فريدة و غنية بالمكاسب لا من الناحية المعرفية و لا على مستوى الشخصي، بحيت فضاء الكلية هو فضاء اكاديمي و تجربة جديدة تتيح لك الفرصة على تطوير و اغناء مجموعة من المكتسبات "
18,18,32,29,29,0,0,0,0,0,عندما أكون في العمل هناك لحظات أشعر فيها بثقل كبير و أتمنى أن ينتهي اليوم أو الأسبوع بسرعة، و هناك لحظات أشعر أنني أقوم بشيء مهم و يجب أن أتمه على أكمل وجه.
23,31,37,36,33,0,1,1,1,0,لحطة أن العمل له عدة إيجابيات فهو يسمح لي بتخلص من روتيني اليومي ومن المشاكل الموجودة فالبيت ويسمح لي بإراحة تفكيري قليلا وتعرف على الاخرينوالحياة مليئة بالصعاب علينا مواجهتها بكل ليونة فهاد ليس دليل على ضعفني أو عجزي بل على قوتي
18,17,36,25,43,0,0,1,0,1,"في الوقت الراهن تراودني أفكار سوداوية تجعلني كثيرة التفكير لا أستطيع تمييز أهدافي وأشكك بقدراتي رغم محاولاتي لطرد هاته الأفكار إلا أنها لاتزال تسمم عقلي ولا أجد طريقا للخلاص. 
عادة أنا خجولة وأحب الانصات أكثر من الكلام، لكن ما إن أتواجد بين أشخاص أعرفهم يذهب الخجل وأصبح أكثر انفتاحا. "
24,21,31,31,35,0,0,0,0,0,دراستي كانت جيدة و تمكنت من الحصول على شهادات مهمة. احب تنمية معارفي و اتوق التطور و تسلق المراتب. اريد ان تغيرت طبيعة عملي كل ست سنوات و تجديد دافعيتي نحو العمل. أحيانا لا أحب المجامعات والتصنع. احب وضع الاشياء على طبيعتها وقدرها.
24,16,34,42,39,0,0,0,1,1,أعمل في مجال الادارة، كما هو معلوم فطبيعة العمل تجعلك تتعامل مع أصناف متعددة من الاشخاص و لا سيما إذا كنت رئيسا او مرؤوسا مما يحتم عليك التعامل بدكاء واخلاص. ادا فمع الذين أنت رءيسهم فيجب أن تتعامل معهم كمعاملة القائد لجنوده مما يفرض عليك الحزم و العطف في نفس الوقت فلكل مقام مقال كما يقال. و اما مع الذين يرءسونك فيجب أن تحترم دون الدخول في في بعض افات المجتمع كالتملق و غير دلك.
18,30,39,34,24,0,1,1,1,0,كانت تجربتي  في  الجامعة  تجربة فريدة و متميزة فقد استطعت الحصول على أعلى النتائج في جميع المراحل إلى ان وصلت الى مرحلة الدكتوراة حيث تعزز مهاراتي عبر تجربة التدريس في الجامعة الا ان معظم الصعوبات التي واجهتني كانت مرتبطة بالانفتاح والاندماج الاجتماعي 
19,21,34,27,42,0,0,0,0,1,تجربتي الجامعية كخريجة هندسة صناعية لها ايجابياتها كما سلبياتها، كاجابيات اجد انها طورت من شخصيتي كتيرا بغض النظر عن التخصص و إنما فكرة العيش لوحدي بعيدة عن الأهل وبالتالي عدم الاعتماد إلا على نفسي مواجهة فئات مختلفة من المجتمع كالبقال البائعين في السوق بحكم أنني لم أقم بهذه الاشغال في بيت الأهل فالمهم الاحظ تطورا  في شخصية لهذا السبب رغم الخجل الذي لا يفارقني   إنما فقط يقل او يزيد بين الفينة و الأخرى وحسب المواقف. وكسلبيات فلها علاقة اكتر بالتخصص والتوجيه فالآن بعد أن تخرجت في دفعة الكرونا اكتشفت فجأة ان هذا لم يكن إختياري بل بالأحرى تأثير المحيط والأهل لتوجه في هذا الإختصاص في حين اني اكتشفت اني احمل شغفا للبرمجة اكتر منه للصناعة و خصوصا في هذه الفترة التي اعيشها للبحث عن اول فرصة شغل يتبين لي اكثر ان التوجه التاني كان صائبا اكثر فاجدني على الاغلب محبطة و في حالة فراغ.  غير هذا اتمنى لكم التوفيق في بحثكم.
27,35,33,34,35,1,1,0,1,0,لا افكر سوى في هذا الوباء الذي اخذ منا أعز الناس رحمهم الله، ما حدث جعلني أتيقن أن العافية هي كنز لا يشترى و لو بكنوز العالم أكمله رزقنا الله وإياكم الصحة و ألبسنا ثوب العافية
26,19,39,33,44,0,0,1,0,1,"دراستي في مدرسة عليا للمهندسين أثرت في بشكل خاص في الجانب المهاري. عملي في عدة نوادي مكنني من اكتساب مهارات شخصية و حس نقدي و ابداعي؛ كذلك القدرة على اقتراح أفكار جديدة.
أسبوعي مر جيدا، تمكنت من تنزيل ما خططت له بسرعة كبيرة بل و ابهرت محيطي بعملي و قاموا بالثناء عليه."
14,25,33,24,30,0,1,0,0,0,أنا شخص انطوائية و خجولة تهتم كثيرًا برأي الناس عني وأحاول إرضاءهم ، لكن بما أنني أشعر بخيبة أملهم أكثر من إرضائهم ، فأنا أميل إلى الابتعاد وتعويض هذه الحاجة في أحلام اليقظة ، كلما ابتعدت يصبح التعامل مع الناس اصعب فأصبح انطوائية أكثر، إنها حلقة لا تنتهي أبدًا ، لدي مشكلة في معرفة قيمة نفسي أشعر دائمًا بأنني لا قيمة لها مما يقودني دون وعي إلى الهروب من الحياة والمسؤولية ، وأعتقد أن هذه هي أكبر نقاط ضعفي 
32,22,35,38,43,1,0,0,1,1,اصبحث اكثر حذرا وانتباها، تعلمت اساليب جديدة في التعامل مع شخصيات اخرى، أصبح لدي وعي أفضل في التعامل مع الناس، اصبحث اكثر قوة، وأكثر احترافية وأتخذ القرارات دون تردد، اصبحت أتطلع لمناصب المسؤولية 
25,28,38,33,39,0,1,1,0,1,ليس لدي الكثير لأقوله أنا على العموم شخص ذكي و كسول في نفس الوقت. أنا شخص فضولي بطريقة إيجابية أتعلم الكثير و أبحث كثيرا. ليس هنالك شيء أحبه بالذات أنا على العموم أحب و كل شيء و أريد أن أكتشف كتيرا. أحسن أيضا أني فاشل أحيانا و أريد أن أصبح شخصا أكثر نجاحا لأني مؤمن أني شخص هائل يستطيع تحقيق الكثير. لقد تم رفضي كثيرا .. في مدارس عليا راقية في تخصصات و فرص هائلة .. لكني سأستمر حتى أصل إلى مستوى عالي 
20,27,30,26,35,0,1,0,0,0,لا أحس أنني مرتاحة لا أحب الصعوبات أحب أن أرى الأشياء سهلة. أتمني أن أصل إلى مستوى عال من الطمأنينة . أبحث عنها و سأجدها من المؤكد. أهرب من الشقاء وأتمنى أن يقف عقلي من التفكير لمدة قليلة يوما ما
20,22,34,27,37,0,0,0,0,0,"التعبير عن الذات ليس أمرا سهلا و لكن سأحاول
بالنسبة لدراستي فانني احب موضوع اطروحتي رغن اني احيانا أتسائل ان كان اكمال دراستي قرارا صائبا لكن أبقى متفائلة
أفكر مؤخرا بالموت كثيرا و أتمنى أن لا أعيش كثيرا و لكن أن يكون لحياتي معنى و أفعل أشياء أستطيع مساعدة غيري بها...
"
16,18,37,31,31,0,0,1,0,0,"أنا شخص هادئ أفضل السكوت
لدي طموحات كبيرة لكني لا أفعل ما يلزم في سبيل تحقيقها
أحب الخير لجميع الناس و أساعدهم قدر استطاعتي إذا طلبوا مني ذلك
حظا مو فقا لكم"
27,14,40,37,45,1,0,1,1,1,إني الآن بصدد تناول وجبة الغذاء التي أعدتها لي شريكة حياتي، جالس بسيارتي منصتا لإذاعة راديو تجري حوارا مع أحدهم بالفرنسية غير أني وجدت نفسي منصتا لكلمة و مضيعا للكثير من حديثهم ذلك، أمامي حقل شاسع، أغنام ترعى في أمان الله غير مدركة أن عيد الأضحى قد اقترب، دعها، فأكثرنا واعوون  غافلون. الجو كئيب، الشمس حاجة من الظهور و تحس بأن قطرات المطر مترددة في السقوط.
32,22,40,31,38,1,0,1,0,1,"اشعر انني في مفترق الطرق وكل الطرق تبدو مناسبة لكن لم احدد لحد الان الافضل ويجب أن اختار في اقرب وقت،كلي امل في الله سبحانه وتعالي ان ينير طريقي.
شكرا لكم والله ولي التوفيق



















 "
28,25,35,36,34,1,1,0,1,0,التعليم في الجامعة عامة و السكن في الحي الجامعي خاصة ساعدني كثيرا في تنمية شخصيتي و اعطاء الاهمية لجميع الامور بحولي كما ضاعف قوة الصبر في جميع المواقف. وفيما يخص تجربتي في العمل في الحقيقة العمل في الادارة يكبح التطور الداتي وتبقى تدور في دائرة مقفلة. ولكن العمل في  التعليم يحفز من جديد قدرة البحث والابتكار.
23,25,37,34,43,0,1,1,1,1,"وفقكم الله في عملك هدا، 
اليوم عدت من رحلة دامت خمسة ايام، رحلة اقل ما يمكن ان يقال عليها،رائعة، التقيت باناس يشبهونني كثيرا، تقاسمنا العديد من اللحظات التارخية، بعد مرور اكثر من سنة على اخر رحلة. 
بالنسبة للبحث، المرجو ادخال الدارجة في الاتمارة للتوصل باجابات عميقة"
11,29,29,24,26,0,1,0,0,0,مرحلة الجامعة اعتبرها اجمل مرحلة مرت في حياتي. ورغم شخصيتي المنعزلة حضيت باصدقاء كثر. لطالما نصحني الناس ان اقلل تشاؤمي و ان ابتسم اكثر. ارى فى نفسي عيوبا لا تحصى و اسعى جاهدة لتقدير نفسي اكثر. اشكركم على طرح هذا الاختبار و ارجو لكم التوفيق.
31,31,37,33,36,1,1,1,0,0,الدراسة في الجامعة مرحلة مهمة، و تساعد على بناء شخصية مستقلة. بالنسبة للعمل فدائما ما إميل الى العمل الحر لانه يجعلني ارتب مواعيدي بنفسي . اسبوعي القضيه بين الدراسة و العمل الحر و انا سعيدة بذالك 
24,28,29,34,39,0,1,0,1,1, لاطالاما كان حلمي تحقيق داتي و كان الطريق الوحيد امامي هو الدراسة كنت اعتقد ان الطريق سيكون سهلا لانني كنت من المتفوقين في الثانوي لكن فور التحاقي بالجامعة واجهت مشاكلة عدة عائلية منها و صحية جعلتني افكر في المضي بسرعة دون التفكير في النتيجة او المبتغى فحصلت علي اجازة لا تغنب و لا تسمن من جوع هههه تؤدي فقط الي التعليم بحضوض قليلة. تزوجت و لدي طفلة زوجي انسان رائع يدعمني كما لم يفعل ابي لكن هدا التوقف عن الدراسة في نصف الطريق كسر احلامي و من الصعب الرجوع الي الطريق بعد هدا الانقطاع و لمن الصعب هو التفكير في انني لم احقق طموخاتي لانني ادرك بشدة مدي قدراتي و فعاليتي جربت ان اعمل مرات عدة اخدت عدة تجارب اكدت لي و لمن عملت معهم قدراتي علي العمل  و مدى مهارتي و هدا من بين الاسباب التي تخلق لي مشاكل مع زملاء العمل..  معرفتي بداتي تجعلني لا انحني تمرقا ولا اقبل ان ادل مع من كان و انا فخورة بدلك رغم المصاعب التي اواجه بسبب دلك.. 
26,27,34,28,31,0,1,0,0,0,"افضل تجربة مررت بها لحد الآن مليئة بالتحديات منها الإيجابية والسلبية كانت لها تأثير فعال في تكوين شخصيتي الآن من حيث المستوى الدراسي او الإجتماعي لا أنكر دور زملائي أيضا. دراستي في الجامعة ساعدتني في اجادي نفسي وتحقيق مستقبلي العملي 
الأسابيع والأيام تمر بشكل عادي وروتيني لضروف شخصية تحتم علي إعادة الأحداث رغم أني لست راضية لأني لم استانس بالوضع ولكن مع الوقت سترجع الأيام لسابق عندها
العمل جد مهم في حياة أي شخص بالنسبة لي هو التبات نفسك أمام نفسك وليس لأحد آخر تحقق به ما كنت تتمناه في صغرك مجال العمل هو انفتاح على الآخرين ومشاركة أفكارك وانجازاتك "
25,24,33,31,33,0,0,0,0,0,كل إنسان رغم إختلاف أفكارهم قابلون للتطور نحو الأحسن أو الأسوء . من خلال تجربتي في الجامعة التي قضيت فيها حوالي 8 سنوات تعلمت خلالها الكثير و الحمد لله كنت شخصا منعزلا يعمل لوحده يكره العمل في جماعة لا يحبب تبادل الأفكار مع الآخرين ما جعل الآخرين يعتبرونني شخصا معقد ،بفضل الله عز وجل ثم رفقاء الدراسة أصبحت شخصا أكثر إنفتاحا متقبلا للأفكار الجديدة قادرا على فتح موضوع للنقاش مع الآخرين وما زلت متطلعا للمزيد من التحسن على مستوى شخصيتي.
25,21,35,34,37,0,0,0,1,0,شخصيتي تتطور مع تعدد علاقاتي الانسانية و تجاربي سواء الشخصية أو العملية أو الاكاديمية، فمع تعددها بت شخصا قادرا على الاختيار و التمييز بين ما يضر بي على المدى القريب أو البعيد و ذلك نتاج للتفكير العميق المؤخوذ قبل إتخاذي لأي قرار. و شكرا على هذه الاستمارة و وفقكم الله.
32,15,37,36,39,1,0,1,1,1,معرفة الذات طريق طويل يشترط فيه المثابرة. لكن في ظل الظروف الراهنة التي تجعل المرء منغمسا إما في واجباته اليومية، او هاربا في عوالم افتراضية، قل ما يتمكن الانسان من الجلوس مع نفسه و محادثتها. صرنا نتكلم مع الجميع، و لا نتكلف لحظة الانصات لذواتنا، و لا اعني النزوات، بل افكارنا و طموحاتنا.
19,23,38,34,39,0,0,1,1,1,تجربة العمل كانت مفيدة جدا بالنسبة لي خاصة على المستوى الشخصي، أشعر انني اكتسبت العديد من المهارات الشخصية في التعامل مع الآخرين في الانخراط في بيئة العمل كذلك في ضبط النفس واستغلال المهارات المكتسبة سابقا فضلا عن الثقة بالنفس التي ازدادت كثيرا مقارنة مع السنوات الماضية قبل العمل. كذلك حصولك على عمل يمنح شعورا بالرضى والانجاز والفاعلية والكثير من المشاعر الايجابية والطاقة مهما كان العمل متعبا او به ضغوط نفسية وجسدية.
27,32,35,28,39,1,1,0,0,1,أحببت الفكرة لربما كانت هذه الأسطر صلحا لي مع الكتابة بعد القطيعة، الآن وأنا أكتب هذه الأسطر دون تفكير أو تنقيح وكأنني أفكر بصوت عال فقط أحس بالراحة. فيما يخص مسيرتي الدراسية بالجامعة كانت فعلا مرحلة نوعية مليئة بالتجارب الغنية بالدروس منها الأكاديمي والكثير منها دروس في الحياة، تعلمت فيها معاني الصبر والمثابرة ذقت فيها حلاوة النجاح بعد الفشل، رأيت فيها مختلف الايديولوجيات والطوائف كانت مرحلة بناء لشخصيتي ودفعة كبيرة من أجل السير للأمام. بعدها تأتي تجربة العمل التي أثرت ما سبقها وابانت عن نتاج تلك السنوات فالحمد لله شكرا وحبا ... مر أسبوعي بشكل مختلف بدأ بمفاجأة من حبيبي بعودته من المهجر ثم بدأنا في بناء عشنا الذي سنستقر فيه والآن أنا اشعر بالتعب والرغبة في النوم فقط.
19,22,34,38,36,0,0,0,1,0,مع مرور الوقت، تحول الزمن من لحظات متعة الى لحظات حكم عليها بالإعدام. حتى الجسم في حالة الألم يتفحص طيات المستقبل و يبني آمالا و أمجادا سرعان ما تتلاشى في الحاضر . مالذي وقع؟
26,14,31,34,36,0,0,0,1,0,"رمضان كريم     	
درست بجامعة سيدي محمد بن عبد الله لمدة خمة سنوات اكتشفت فيها عدة جوانب من شخصيتي 
كما اني اكتشفت مدينة فاس الراءعة و العريقة اللتي احتلت مانة خاصة في قلبي 	"
34,26,33,42,45,1,1,0,1,1,الدراسة بالجامعة بالنسبة لي كانت فترة تحول، تحول فكري بالدرجة الأولى، فقد عهدت نفسي تلك الطفلة الطموحة و المندفعة، تلك التي لا تتقبل الفشل، تلك التي عهدت لنفسها الصدارة دوما و كنت أرى لنفسي في ذالك قوة و امتيازا، لكن ما ان ولجت الجامعة حتى أدركت أن أن النجاح الحقيقي يكمن في مثابرتك، في نضالك، في عدم فقدانك الأمل، في نهوضك بعد كل وقعة، علمت أن الحياة لن تأتيني بكل ما أتمنى، فتقبلت الفكرة، علمت أن في أكثر الأنفاق ظلاما، دائما هنالك نور، مهما كان ضئيلا، لكن يكفي أن أؤمن به ليدلني على طريق النجاح، لا يهم كم قضيت من الوقت لأصل هذا المسمى بالنجاح، فنجاحي يكمن في حد ذاته، في عدم استسلامي، في بحثي المستمر عن أفضل نسخة لنفسي، في رغبتي للمعرفة في كل المجالات التي تجذبني و أن كانت بعيدة عن مجال دراستي، في تعلمي كيف أعيش اللحظة، كيف أتعايش مع كبواتي و جعلها دروسا بدل عراقيل، في انتظاري للمستقبل بذراعين جاهزتين لاحتضانه بدل التخوف منه.
29,20,34,28,36,1,0,0,0,0,"أنا شخص يحب القيام بالأشياء بشكل مثالي ، يستغرق الأمر مني بعض الوقت أحيانًا ، لكن ما زلت أفعل الأشياء في الوقت المحدد.
أنا متسامح ، مبتسم ، أفهم الآخرين كثيرًا أيضًا ، أنا غير ملاحظ ، وأحب الابتعاد عن الأضواء"
24,25,45,36,47,0,1,1,1,1,لقد كانت تجربة متميزة مليئة بالمغامرات المفرحة والحزينة صراحة الدكتوراه امر ليس بالهين مطبات لايجاد مجال البحث تليه مغامرات لتحديد مشكل لم يعالج من قبل لتليه رحلة البحث عن فكرة تحل المشكل.
26,21,31,30,40,0,0,0,0,1,تجربتي في الجامعة لم تكن خالية من الدروس و المواقف كما العبر و اللحظات المهمة في حياتي، إلتقيت مع مختلف الشخصيات من الناس من الجيد منها إلى السيئ هذا التلاقح مع الناس مكنني من سقل شخصيتي و كذا معرفتها أكثر والسعي في تحسينها و ترويدها لتكون شخصية صالحة لمحيطها الصغير المتمثل في العائلة أو المحيط الأكبر ألى و هو المجتمع.
23,24,30,28,37,0,0,0,0,0,"انني اعمل كمهندس بوزارة الصحة, اكتسبت الكثير خلال مشوار المهني سواء على المستوى الشخصي حيث اصبحت اكثر هدء و انفتاحا على الاخرين اضافتا الى الاحساس بالمسؤلية, لكنني كنت دائما اطمح للعمل في البحث العلمي خاصة عندما ولجت المستوى الجامعي"
